Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,1394,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,3651,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,208,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,18,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,141,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H12,Salaries and wages paid,Financial performance,304,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2703,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H20,Non-operating expenses,Financial performance,277,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H21,Opening stocks,Financial performance,168,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H22,Closing stocks,Financial performance,152,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H23,Surplus before income tax,Financial performance,1621,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H24,Total assets,Financial position,16008,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H25,Current assets,Financial position,1356,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H26,Fixed tangible assets,Financial position,3438,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H29,Other assets,Financial position,11214,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H30,Total equity and liabilities,Financial position,16008,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,9701,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H32,Current liabilities,Financial position,2134,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars (millions),H33,Other liabilities,Financial position,4173,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars  ,H34,Total income per employee count(3),Financial ratios,1110200,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Dollars  ,H35,Surplus per employee count,Financial ratios,340400,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,64,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,56,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,17,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 group A030
2015,Level 3,AA21,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,61,ANZSIC06 group A030
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H01,Total income,Financial performance,1303,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H03,Sales of other goods and services,Financial performance,0,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,1244,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,24,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H07,Non-operating income,Financial performance,35,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H08,Total expenditure,Financial performance,1184,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H09,Interest and donations,Financial performance,24,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H10,Indirect taxes,Financial performance,15,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H11,Depreciation,Financial performance,51,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H12,Salaries and wages paid,Financial performance,152,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,915,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H20,Non-operating expenses,Financial performance,27,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H21,Opening stocks,Financial performance,103,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H22,Closing stocks,Financial performance,116,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H23,Surplus before income tax,Financial performance,132,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H24,Total assets,Financial position,1929,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H25,Current assets,Financial position,461,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H26,Fixed tangible assets,Financial position,418,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H29,Other assets,Financial position,1050,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H30,Total equity and liabilities,Financial position,1929,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,667,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H32,Current liabilities,Financial position,441,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H33,Other liabilities,Financial position,821,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars  ,H34,Total income per employee count(3),Financial ratios,561600,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Dollars  ,H35,Surplus per employee count,Financial ratios,56700,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Percentage,H36,Current ratio,Financial ratios,104,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Percentage,H37,Quick ratio,Financial ratios,78,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Percentage,H39,Return on equity,Financial ratios,20,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups A020 and A041
2015,Level 3,AA31,Fishing and Aquaculture,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 groups A020 and A041
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H01,Total income,Financial performance,3555,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H03,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H04,Sales of other goods and services,Financial performance,3469,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,14,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,5,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H07,Non-operating income,Financial performance,66,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H08,Total expenditure,Financial performance,3213,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H09,Interest and donations,Financial performance,94,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H10,Indirect taxes,Financial performance,19,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H11,Depreciation,Financial performance,201,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H12,Salaries and wages paid,Financial performance,977,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1898,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H20,Non-operating expenses,Financial performance,25,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H21,Opening stocks,Financial performance,177,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H22,Closing stocks,Financial performance,194,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H23,Surplus before income tax,Financial performance,360,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H24,Total assets,Financial position,4200,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H25,Current assets,Financial position,1147,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H26,Fixed tangible assets,Financial position,2386,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H29,Other assets,Financial position,667,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H30,Total equity and liabilities,Financial position,4200,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1630,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H32,Current liabilities,Financial position,1294,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H33,Other liabilities,Financial position,1276,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars  ,H34,Total income per employee count(3),Financial ratios,146400,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars  ,H35,Surplus per employee count,Financial ratios,14800,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H36,Current ratio,Financial ratios,89,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H37,Quick ratio,Financial ratios,74,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H39,Return on equity,Financial ratios,22,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H40,Return on total assets,Financial ratios,9,"ANZSIC06 groups A042, A051, and A052"
2015,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H41,Liabilities structure,Financial ratios,39,"ANZSIC06 groups A042, A051, and A052"
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H01,Total income,Financial performance,38514,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H03,Sales of other goods and services,Financial performance,0,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H04,Sales of other goods and services,Financial performance,35432,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,451,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,11,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H07,Non-operating income,Financial performance,2620,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H08,Total expenditure,Financial performance,33381,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H09,Interest and donations,Financial performance,3040,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H10,Indirect taxes,Financial performance,438,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H11,Depreciation,Financial performance,1775,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H12,Salaries and wages paid,Financial performance,4467,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,23208,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H20,Non-operating expenses,Financial performance,454,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H21,Opening stocks,Financial performance,13407,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H22,Closing stocks,Financial performance,13152,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H23,Surplus before income tax,Financial performance,4879,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H24,Total assets,Financial position,150264,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H25,Current assets,Financial position,26725,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H26,Fixed tangible assets,Financial position,86695,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H29,Other assets,Financial position,36845,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H30,Total equity and liabilities,Financial position,150264,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,70437,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H32,Current liabilities,Financial position,24956,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H33,Other liabilities,Financial position,54872,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars  ,H34,Total income per employee count(3),Financial ratios,357000,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars  ,H35,Surplus per employee count,Financial ratios,45200,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H36,Current ratio,Financial ratios,107,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H37,Quick ratio,Financial ratios,54,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 division A
2015,Level 1,BB,Mining,Dollars (millions),H01,Total income,Financial performance,7143,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H02,Sales of goods not further processed,Financial performance,0,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H03,Sales of other goods and services,Financial performance,0,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H04,Sales of other goods and services,Financial performance,6810,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,40,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H07,Non-operating income,Financial performance,292,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H08,Total expenditure,Financial performance,6277,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H09,Interest and donations,Financial performance,234,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H10,Indirect taxes,Financial performance,36,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H11,Depreciation,Financial performance,1059,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H12,Salaries and wages paid,Financial performance,702,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H13,Redundancy and severance,Financial performance,16,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,0,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,0,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,3660,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H20,Non-operating expenses,Financial performance,585,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H21,Opening stocks,Financial performance,392,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H22,Closing stocks,Financial performance,404,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H23,Surplus before income tax,Financial performance,878,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H24,Total assets,Financial position,38184,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H25,Current assets,Financial position,26437,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H26,Fixed tangible assets,Financial position,8095,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H27,Additions to fixed assets,Financial position,1752,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H28,Disposals of fixed assets,Financial position,69,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H29,Other assets,Financial position,3652,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H30,Total equity and liabilities,Financial position,38184,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,6850,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H32,Current liabilities,Financial position,26132,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars (millions),H33,Other liabilities,Financial position,5202,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars  ,H34,Total income per employee count(3),Financial ratios,1227200,ANZSIC06 division B
2015,Level 1,BB,Mining,Dollars  ,H35,Surplus per employee count,Financial ratios,150900,ANZSIC06 division B
2015,Level 1,BB,Mining,Percentage,H36,Current ratio,Financial ratios,101,ANZSIC06 division B
2015,Level 1,BB,Mining,Percentage,H37,Quick ratio,Financial ratios,100,ANZSIC06 division B
2015,Level 1,BB,Mining,Percentage,H39,Return on equity,Financial ratios,13,ANZSIC06 division B
2015,Level 1,BB,Mining,Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 division B
2015,Level 1,BB,Mining,Percentage,H41,Liabilities structure,Financial ratios,18,ANZSIC06 division B
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,5534,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,250,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,4982,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,5161,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,127,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,1060,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,193,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,570,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,5,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,2709,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,1441,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,1519,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,450,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,7809,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,2960,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,3345,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,416,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,79,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,1504,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,7809,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3670,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,2074,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,2066,ANZSIC06 groups C121 and C122
2015,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,595300,ANZSIC06 groups C121 and C122
